Rank,University,Country,Score,Free
1,牛津大学University of Oxford,United Kingdom,100.0,免费评估
2,Harvard University,United States,97.5,免费评估
3,剑桥大学University of Cambridge,United Kingdom,94.3,免费评估
4,耶鲁大学Yale University,United States,87.6,免费评估
5,伦敦大学学院University College London,United Kingdom,86.8,免费评估
6,New York University,United States,84.8,免费评估
7,University of California--Berkeley,United States,83.6,免费评估
8,University of Michigan--Ann Arbor,United States,83.4,免费评估
9,爱丁堡大学The University of Edinburgh,United Kingdom,83.2,免费评估
10,University of Toronto,Canada,83.1,免费评估
11,麻省理工学院Massachusetts Institute of Technology,United States,82.5,免费评估
12,University of California--Los Angeles,United States,81.0,免费评估
13,斯坦福大学Stanford University,United States,80.5,免费评估
14,哥伦比亚大学Columbia University,United States,79.6,免费评估
14,普林斯顿大学Princeton University,United States,79.6,免费评估
16,芝加哥大学The University of Chicago,United States,79.3,免费评估
17,宾夕法尼亚大学University of Pennsylvania,United States,78.5,免费评估
18,悉尼大学The University of Sydney,Australia,78.2,免费评估
19,墨尔本大学The University of Melbourne,Australia,75.5,免费评估
20,澳大利亚国立大学The Australian National University,Australia,75.4,免费评估
20,University of Amsterdam,Netherlands,75.4,免费评估
22,曼彻斯特大学The University of Manchester,United Kingdom,75.3,免费评估
23,University of Texas--Austin,United States,74.2,免费评估
24,伦敦国王学院King's College London,United Kingdom,72.9,免费评估
25,University of Wisconsin--Madison,United States,71.5,免费评估
26,"Rutgers, The State University of New Jersey--New Brunswick",United States,71.2,免费评估
27,University of Hong Kong,Hong Kong,70.7,免费评估
28,匹兹堡州立大学Pittsburg State University,United States,70.2,免费评估
28,University of California--San Diego,United States,70.2,免费评估
30,康奈尔大学Cornell University,United States,69.6,免费评估
30,杜克大学Duke University,United States,69.6,免费评估
32,McGill University,Canada,69.2,免费评估
32,Ohio State University--Columbus,United States,69.2,免费评估
34,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,68.8,免费评估
35,Catholic University of Leuven,Belgium,68.2,免费评估
36,西北大学Northwestern University,United States,68.1,免费评估
37,Utrecht University,Netherlands,67.6,免费评估
38,华威大学The University of Warwick,United Kingdom,67.4,免费评估
39,University of British Columbia,Canada,66.8,免费评估
40,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,66.7,免费评估
41,University of Pittsburgh,United States,66.5,免费评估
42,杜伦大学Durham University,United Kingdom,66.4,免费评估
43,University of Arizona,United States,66.3,免费评估
44,PSL Research University Paris (ComUE),France,66.2,免费评估
45,Indiana University--Bloomington,United States,66.0,免费评估
46,Ghent University,Belgium,65.6,免费评估
47,University of Munich,Germany,65.4,免费评估
48,Humboldt-Universität zu Berlin,Germany,65.3,免费评估
49,兰卡斯特大学Lancaster University,United Kingdom,65.2,免费评估
49,University of Helsinki,Finland,65.2,免费评估
51,伯明翰大学University of Birmingham,United Kingdom,65.0,免费评估
52,University of Maryland--College Park,United States,64.6,免费评估
52,诺丁汉大学University of Nottingham,United Kingdom,64.6,免费评估
54,格拉斯哥大学University of Glasgow,United Kingdom,64.5,免费评估
55,利兹大学University of Leeds,United Kingdom,63.9,免费评估
56,Leiden University,Netherlands,63.8,免费评估
57,Arizona State University--Tempe,United States,63.6,免费评估
58,蒙纳士大学Monash University,Australia,63.3,免费评估
59,Freie Universität Berlin,Germany,63.1,免费评估
60,University of North Carolina--Chapel Hill,United States,63.0,免费评估
61,南加州大学University of Southern California,United States,62.7,免费评估
62,乔治城大学Georgetown University,United States,62.4,免费评估
63,National University of Singapore,Singapore,61.7,免费评估
63,谢菲尔德大学The University of Sheffield,United Kingdom,61.7,免费评估
65,University of Oslo,Norway,61.3,免费评估
66,麦考瑞大学Macquarie University,Australia,61.2,免费评估
67,University of Vienna,Austria,60.3,免费评估
68,University of Queensland Australia,Australia,60.0,免费评估
69,埃克塞特大学University of Exeter,United Kingdom,59.9,免费评估
70,Aarhus University,Denmark,59.7,免费评估
71,约克大学The University of York,United Kingdom,59.6,免费评估
72,约翰霍普金斯大学Johns Hopkins University,United States,59.4,免费评估
72,University of Groningen,Netherlands,59.4,免费评估
74,University of Minnesota--Twin Cities,United States,59.3,免费评估
75,Universite Sorbonne Paris Cite-USPC (ComUE),France,59.1,免费评估
75,University of Copenhagen,Denmark,59.1,免费评估
77,Delft University of Technology,Netherlands,59.0,免费评估
77,Radboud University Nijmegen,Netherlands,59.0,免费评估
77,圣安德鲁斯大学University of St Andrews,United Kingdom,59.0,免费评估
80,University of Washington,United States,58.8,免费评估
81,波士顿大学Boston Universiy,United States,58.7,免费评估
82,"Eberhard Karls University, Tübingen",Germany,58.3,免费评估
83,密歇根州立大学Michigan State University,United States,58.0,免费评估
84,University of California--Santa Barbara,United States,57.8,免费评估
