Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,88.0%,88.7%,56.3%,563,83.9%,100.0,免费评估
2,牛津大学University of Oxford,82.3%,87.4%,56.1%,544,81.3%,97.5,免费评估
3,杜伦大学Durham University,86.8%,86.9%,41.4%,552,82.2%,96.7,免费评估
4,圣安德鲁斯大学University of St Andrews,86.9%,86.8%,46.7%,521,71.1%,95.1,免费评估
4,埃克塞特大学University of Exeter,87.0%,88.4%,45.6%,474,78.7%,95.1,免费评估
6,伦敦政治经济学院The London School of Economics and Political Science,86.0%,86.1%,46.8%,486,77.3%,94.9,免费评估
7,伦敦大学学院University College London,82.3%,83.3%,51.9%,503,75.5%,94.5,免费评估
8,华威大学The University of Warwick,82.7%,81.8%,51.7%,480,78.8%,94.3,免费评估
9,约克大学The University of York,85.6%,87.9%,43.3%,488,73.6%,94.0,免费评估
9,谢菲尔德大学The University of Sheffield,87.6%,89.6%,53.7%,438,66.9%,94.0,免费评估
11,伯明翰大学University of Birmingham,85.6%,85.0%,48.8%,400,81.2%,93.3,免费评估
12,伦敦国王学院King's College London,84.1%,83.6%,45.3%,470,74.6%,93.0,免费评估
13,南安普顿大学University of Southampton,87.7%,89.8%,50.6%,391,68.8%,92.7,免费评估
13,兰卡斯特大学Lancaster University,87.2%,87.0%,37.0%,456,74.8%,92.7,免费评估
15,利兹大学University of Leeds,84.6%,84.3%,43.6%,450,73.1%,92.3,免费评估
16,东英吉利大学University of East Anglia,88.8%,92.5%,47.4%,410,61.0%,92.2,免费评估
17,格拉斯哥大学University of Glasgow,83.9%,85.8%,47.7%,439,65.0%,91.4,免费评估
18,埃塞克斯大学University of Essex,83.2%,87.3%,41.3%,379,78.3%,90.9,免费评估
18,纽卡斯尔大学Newcastle University,88.7%,90.4%,29.0%,428,69.9%,90.9,免费评估
20,伦敦大学玛丽女王学院Queen Mary University of London,89.2%,85.0%,43.7%,390,62.4%,90.5,免费评估
21,诺丁汉大学University of Nottingham,83.7%,84.3%,36.9%,420,73.0%,90.3,免费评估
22,肯特大学University of Kent,84.9%,85.9%,41.3%,386,69.8%,90.1,免费评估
23,伦敦大学皇家霍洛威学院Royal Holloway University of London,88.5%,84.3%,40.6%,408,60.3%,89.9,免费评估
24,曼彻斯特大学The University of Manchester,83.7%,85.7%,39.8%,412,65.2%,89.6,免费评估
