Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,3.8,540.0,0.88,1.0,免费评估
2,剑桥大学University of Cambridge,4.1,555.0,,0.99,免费评估
3,爱丁堡大学The University of Edinburgh,3.6,547.0,0.79,0.99,免费评估
4,阿伯丁大学University of Aberdeen,3.1,490.0,0.83,1.0,免费评估
5,伦敦大学学院University College London,3.5,513.0,0.76,0.99,免费评估
5,帝国理工学院Imperial College London,3.4,515.0,0.73,1.0,免费评估
7,格拉斯哥大学University of Glasgow,2.6,518.0,0.75,1.0,免费评估
7,阿伯泰邓迪大学University of Abertay Dundee,2.3,500.0,0.81,1.0,免费评估
7,纽卡斯尔大学Newcastle University,2.6,494.0,0.8,1.0,免费评估
10,圣安德鲁斯大学University of St Andrews,2.2,506.0,0.86,0.99,免费评估
11,赫尔大学The University of Hull,2.9,473.0,0.79,,免费评估
12,利兹大学University of Leeds,2.6,470.0,0.79,1.0,免费评估
13,伦敦国王学院King's College London,2.7,467.0,0.75,1.0,免费评估
13,莱斯特大学University of Leicester,2.1,477.0,0.8,1.0,免费评估
15,利物浦大学The University of Liverpool,2.5,481.0,0.67,1.0,免费评估
15,伯明翰大学University of Birmingham,2.7,499.0,0.65,1.0,免费评估
15,华威大学The University of Warwick,2.3,,0.7,1.0,免费评估
18,英国女王大学Queen's University Belfast,2.2,450.0,0.76,1.0,免费评估
19,曼彻斯特城市大学Manchester Metropolitan University,3.0,489.0,0.68,0.99,免费评估
19,布里斯托大学University of Bristol,2.7,475.0,0.64,1.0,免费评估
19,基尔大学Keele University,1.6,458.0,0.79,1.0,免费评估
19,"圣乔治医学院St George's, University of London",2.0,461.0,0.74,1.0,免费评估
19,布莱顿萨赛克斯医学院Brighton&Sussex Medical School,1.7,486.0,0.8,,免费评估
24,谢菲尔德大学The University of Sheffield,2.3,481.0,0.67,1.0,免费评估
25,南安普顿索伦特大学Southampton Solent University,2.7,457.0,0.83,0.98,免费评估
26,卡迪夫大学Cardiff University,2.3,475.0,0.6,1.0,免费评估
26,伦敦大学玛丽女王学院Queen Mary University of London,3.2,433.0,0.71,0.99,免费评估
28,诺丁汉大学University of Nottingham,1.8,485.0,0.68,0.99,免费评估
29,半岛医学院Peninsula Medical School,2.3,431.0,0.75,0.99,免费评估
30,东英吉利大学University of East Anglia,2.0,422.0,0.82,0.98,免费评估
