Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,89.5%*,88.1%*,48.9%,221,97.0%,100.0,免费评估
2,爱丁堡大学The University of Edinburgh,78.8%,79.7%,49.8%,231,98.7%,97.5,免费评估
3,剑桥大学University of Cambridge,76.4%,72.1%,52.0%,232,98.8%,96.6,免费评估
4,邓迪大学University of Dundee,87.7%,88.8%,25.1%,239,100.0%,95.7,免费评估
5,格拉斯哥大学University of Glasgow,79.3%,81.7%,42.3%,230,99.8%,95.5,免费评估
6,基尔大学Keele University,89.1%,88.3%,50.0%,188,99.6%,94.1,免费评估
7,帝国理工学院Imperial College London,77.6%,83.1%,54.6%,201,99.3%,93.4,免费评估
8,伦敦大学玛丽女王学院Queen Mary University of London,86.1%,86.8%,40.2%,199,99.3%,92.0,免费评估
9,阿伯丁大学University of Aberdeen,85.8%,86.4%,20.2%,232,99.4%,91.9,免费评估
10,纽卡斯尔大学Newcastle University,85.8%,81.5%,44.8%,193,99.8%,91.4,免费评估
11,埃克塞特大学University of Exeter,79.4%,78.9%,41.6%,209,99.6%,91.0,免费评估
11,布里斯托大学University of Bristol,82.0%,77.6%,47.5%,196,100.0%,91.0,免费评估
13,利兹大学University of Leeds,89.6%,88.4%,32.1%,192,100.0%,89.6,免费评估
14,伦敦大学学院University College London,70.0%,74.6%,53.3%,201,99.5%,89.4,免费评估
15,英国女王大学Queen's University Belfast,86.8%,87.5%,34.6%,192,99.7%,89.2,免费评估
16,圣安德鲁斯大学University of St Andrews,89.4%,92.2%,19.8%,207,98.2%,89.1,免费评估
16,兰卡斯特大学Lancaster University,81.3%,75.7%,55.2%,176,100.0%,89.1,免费评估
18,布莱顿苏塞克斯医学院Brighton Sussex Medical School,92.7%,92.5%,34.3%,174,100.0%,88.3,免费评估
19,谢菲尔德大学The University of Sheffield,87.0%,85.7%,36.5%,183,100.0%,88.0,免费评估
20,卡迪夫大学Cardiff University,78.1%,78.0%,34.5%,203,100.0%,87.2,免费评估
21,伯明翰大学University of Birmingham,82.8%,84.5%,31.5%,191,99.8%,86.4,免费评估
22,东英吉利大学University of East Anglia,82.0%,85.6%,31.8%,188,99.4%,85.9,免费评估
23,伦敦国王学院King's College London,73.8%,70.6%,48.3%,185,99.3%,85.6,免费评估
24,普利茅斯大学University of Plymouth,87.2%,87.8%,23.1%,189,100.0%,85.3,免费评估
25,莱斯特大学University of Leicester,83.2%,83.0%,33.3%,180,99.4%,84.7,免费评估
26,斯旺西大学Swansea University,72.9%,63.7%,44.7%,..,100.0%,84.5,免费评估
27,诺丁汉大学University of Nottingham,72.8%,71.0%,36.8%,189,100.0%,82.5,免费评估
28,"圣乔治医学院St George's, University of London",79.1%,77.8%,22.4%,189,99.8%,81.1,免费评估
29,Hull-York Medical School,73.6%,69.0%,36.2%,181,100.0%,80.8,免费评估
30,南安普顿大学University of Southampton,69.1%,69.8%,35.6%,186,100.0%,80.2,免费评估
31,曼彻斯特大学The University of Manchester,69.5%,64.8%,34.6%,184,99.7%,79.0,免费评估
32,利物浦大学The University of Liverpool,69.7%,68.9%,31.7%,183,99.8%,78.5,免费评估
33,华威大学The University of Warwick,70.2%,67.6%,26.2%,..,100.0%,75.4,免费评估
34,中央兰开夏大学University of Central Lancashire,72.8%,67.0%,8.3%,177,..,71.0,免费评估
