Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,牛津大学University of Oxford,United Kingdom,89.6,94.5,99.1,99.2,62.5,95.0,免费评估
2,加利福尼亚理工学院California Institute of Technology,United States,95.5,63.4,95.7,99.8,90.8,94.3,免费评估
3,斯坦福大学Stanford University,United States,92.6,76.5,95.9,99.9,60.9,93.8,免费评估
4,剑桥大学University of Cambridge,United Kingdom,90.6,92.4,97.2,96.8,50.4,93.6,免费评估
5,麻省理工学院Massachusetts Institute of Technology,United States,90.3,85.6,92.3,99.9,88.4,93.4,免费评估
6,哈佛大学Harvard University,United States,87.5,77.9,98.3,99.7,47.3,92.7,免费评估
7,普林斯顿大学Princeton University,United States,89.5,77.2,88.4,99.2,49.9,90.2,免费评估
8,帝国理工学院Imperial College London,United Kingdom,86.4,96.5,86.6,97.3,67.5,90.0,免费评估
9,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,81.5,98.1,93.7,92.5,63.7,89.3,免费评估
10,"加州大学伯克利分校University of California,Berkeley",United States,82.4,59.6,96.1,99.8,37.6,88.9,免费评估
10,芝加哥大学The University of Chicago,United States,88.1,67.8,89.1,99.1,37.7,88.9,免费评估
12,耶鲁大学Yale University,United States,88.5,64.3,87.8,97.8,44.5,88.2,免费评估
13,宾夕法尼亚大学University of Pennsylvania,United States,85.9,50.1,88.9,98.6,49.9,87.1,免费评估
14,"加州大学洛杉矶分校University of California,Los Angeles",United States,82.9,58.0,89.0,98.4,47.1,86.6,免费评估
15,伦敦大学学院University College London,United Kingdom,77.4,94.3,90.0,94.0,41.9,86.5,免费评估
16,哥伦比亚大学Columbia University,United States,86.9,75.3,78.9,98.6,44.9,86.1,免费评估
17,约翰霍普金斯大学Johns Hopkins University,United States,77.4,71.1,84.3,98.4,100.0,85.9,免费评估
18,杜克大学Duke University,United States,80.7,58.2,80.0,98.8,100.0,84.7,免费评估
19,康奈尔大学Cornell University,United States,79.7,62.2,86.5,97.2,36.0,84.6,免费评估
20,西北大学Northwestern University,United States,75.8,56.1,85.0,97.0,85.8,83.7,免费评估
21,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",United States,79.4,54.6,86.1,95.8,43.9,83.6,免费评估
22,多伦多大学University of Toronto,Canada,74.6,78.3,86.3,91.9,48.8,83.0,免费评估
23,卡内基梅隆大学Carnegie Mellon University,United States,70.2,59.6,84.0,99.3,51.8,81.8,免费评估
24,National University of Singapore,Singapore,76.7,96.0,86.9,79.7,61.3,81.7,免费评估
25,伦敦政治经济学院the London Shool of Economics and Political Science,United Kingdom,70.8,91.0,74.7,96.3,34.8,80.2,免费评估
25,"西雅图华盛顿大学University of Washington,Seattle Campus",United States,70.2,55.0,80.4,98.8,49.8,80.2,免费评估
27,爱丁堡大学The University of Edinburgh,United Kingdom,67.5,91.5,74.7,96.0,35.0,79.2,免费评估
28,Karolinska Institute,Sweden,62.1,74.2,76.0,95.9,72.1,77.6,免费评估
29,Peking University,China,84.6,50.3,80.3,71.6,100.0,77.2,免费评估
30,école Polytechnique Fédérale de Lausanne,Switzerland,62.9,98.6,66.1,96.5,69.8,76.8,免费评估
30,LMU Munich,Germany,70.5,65.4,73.4,87.4,100.0,76.8,免费评估
32,纽约大学New York University,United States,75.1,54.3,68.8,95.3,33.6,76.7,免费评估
33,佐治亚理工学院Georgia Institute of Technology,United States,60.8,72.8,79.2,90.8,62.3,76.3,免费评估
33,墨尔本大学The University of Melbourne,Australia,65.4,88.3,73.6,88.1,63.7,76.3,免费评估
35,Tsinghua University,China,78.9,39.4,89.6,67.4,99.7,76.2,免费评估
36,英属哥伦比亚大学University of British Columbia,Canada,61.2,92.0,72.5,92.9,41.1,75.9,免费评估
36,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,65.6,49.7,81.4,89.3,50.3,75.9,免费评估
36,伦敦大学国王学院King's College London,United Kingdom,61.5,93.8,71.0,93.5,42.5,75.9,免费评估
39,University of Tokyo,Japan,83.4,30.6,89.2,62.4,53.4,74.1,免费评估
40,KU Leuven,Belgium,57.0,67.4,73.7,90.1,99.8,73.8,免费评估
41,"加利福尼亚大学圣地亚哥分校University of California,San Diego",United States,61.2,47.7,66.2,98.9,67.3,73.2,免费评估
42,麦吉尔大学McGill University,Canada,66.4,86.4,70.3,81.8,41.9,73.1,免费评估
43,Heidelberg University,Germany,66.7,62.7,65.0,90.8,60.0,73.0,免费评估
43,香港大学The University of Hong Kong,Hong Kong,66.5,99.4,74.5,73.2,52.9,73.0,免费评估
45,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,United States,68.2,42.0,71.4,87.9,47.4,72.6,免费评估
46,Technical University of Munich,Germany,61.0,66.6,70.5,82.0,100.0,71.6,免费评估
47,澳大利亚国立大学The Australian National University,Australia,54.0,93.9,73.9,81.7,53.5,71.3,免费评估
48,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",United States,52.2,63.3,62.6,99.2,87.6,71.2,免费评估
49,香港科技大学The Hong Kong University of Science and Technology,Hong Kong,53.2,82.8,66.7,91.2,62.0,71.1,免费评估
50,德克萨斯大学奥斯汀分校The University of Texas at Austin,United States,63.9,35.7,65.9,93.0,51.3,70.8,免费评估
51,布朗大学Brown University,United States,66.3,58.0,54.4,96.7,33.9,70.4,免费评估
51,"加州大学戴维斯分校University of California,Davis",United States,61.4,61.2,67.3,86.6,50.0,70.4,免费评估
53,"明尼苏达大学双城校区University of Minnesota,Twin Cities",United States,60.3,38.2,69.8,87.0,94.2,70.3,免费评估
54,Nanyang Technological University,Singapore,50.6,95.7,60.2,90.7,93.5,70.0,免费评估
55,曼彻斯特大学The University of Manchester,United Kingdom,58.2,87.0,66.3,82.3,45.1,69.7,免费评估
56,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,United States,61.9,40.0,59.6,96.1,41.0,69.3,免费评估
57,Humboldt University of Berlin,Germany,62.5,64.4,69.0,79.9,39.4,69.2,免费评估
57,圣路易斯华盛顿大学Washington University in St Louis,United States,60.7,45.5,56.2,99.1,36.9,69.2,免费评估
59,Delft University of Technology,Netherlands,56.2,85.9,72.9,67.3,99.9,67.9,免费评估
60,昆士兰大学The University of Queensland,Australia,49.7,88.6,60.1,86.1,70.6,67.2,免费评估
60,南加州大学University of Southern California,United States,50.5,62.7,60.0,94.7,39.4,67.2,免费评估
60,悉尼大学The University of Sydney,Australia,51.3,83.7,63.2,83.2,63.9,67.2,免费评估
63,University of Amsterdam,Netherlands,49.4,69.3,62.0,90.3,54.6,67.1,免费评估
64,波士顿大学Boston University,United States,60.2,54.6,48.5,97.7,34.4,66.9,免费评估
65,Wageningen University & Research,Netherlands,51.8,75.6,50.1,92.8,100.0,66.6,免费评估
66,école Normale Supérieure,France,59.8,72.2,52.3,85.8,40.0,65.8,免费评估
67,马里兰大学University of Maryland-College Park,United States,51.0,36.7,63.2,91.1,38.5,65.3,免费评估
